Verb,Tense,Subject,cntx_cat
বলিয়ো,Present,2nd_f,cntx_prt
বলিল,Past,3rd_f,cntx_pst
বলিলাম,Past,1st,cntx_pst
বলিলি,Past,2nd_i,cntx_pst
বলিলে,Past,2nd_f,cntx_pst
বলিলেন,Past,pol_f,cntx_pst
বলিস,Present,2nd_i,cntx_prt
বলুক,Present,3rd_f,cntx_prt
বলুন,Present,pol_f,cntx_prt
বলে,Past,2nd_f,cntx_pst
বলেছ,Present,2nd_f,cntx_prt
বলেছি,Present,1st,cntx_prt
বলেছিল,Past,3rd_f,cntx_pst
বলেছিলাম,Past,1st,cntx_pst
বলেছিলি,Past,2nd_i,cntx_pst
বলেছিলুম,Past,1st,cntx_pst
বলেছিলে,Past,2nd_f,cntx_pst
বলেছিলেন,Past,pol_f,cntx_pst
বলেছিলেম,Past,1st,cntx_pst
বলেছিস,Present,2nd_i,cntx_prt
বলেছে,Present,3rd_f,cntx_prt
বলেছেন,Present,pol_f,cntx_prt
বলেন,Past,pol_f,cntx_pst
বলো,Present,2nd_f,cntx_prt
বলছ,Present,2nd_f,cntx_prt
বলছি,Present,1st,cntx_prt
বলছিল,Past,3rd_f,cntx_pst
বলছিলাম,Past,1st,cntx_pst
বলছিলি,Past,2nd_i,cntx_pst
বলছিলুম,Past,1st,cntx_pst
বলছিলে,Past,2nd_f,cntx_pst
বলছিলেন,Past,pol_f,cntx_pst
বলছিলেম,Past,1st,cntx_pst
বলছিস,Present,2nd_i,cntx_prt
বলছে,Present,3rd_f,cntx_prt
বলছেন,Present,pol_f,cntx_prt
বলত,Past,3rd_f,cntx_pst
বলতাম,Past,1st,cntx_pst
বলতিস,Past,2nd_i,cntx_pst
বলতুম,Past,1st,cntx_pst
বলতে,Past,2nd_f,cntx_pst
বলতেন,Past,pol_f,cntx_pst
বলতেম,Past,1st,cntx_pst
বলব,Future,1st,cntx_fut
বলবার,Present,404_f,cntx_404
বলবি,Future,2nd_i,cntx_fut
বলবে,Future,2nd_f,cntx_fut
বলবেন,Future,pol_f,cntx_fut
বলবো,Future,1st,cntx_fut
বলল,Past,3rd_f,cntx_pst
বললাম,Past,1st,cntx_pst
বললি,Past,2nd_i,cntx_pst
বললুম,Past,1st,cntx_pst
বললে,Past,2nd_f,cntx_pst
বললেন,Past,pol_f,cntx_pst
বললেম,Past,1st,cntx_pst
ভাব,Root,2nd_i,cntx_prt
ভাবা,Base,pos_f,cntx_alt
ভাবাই,Present,1st,cntx_prt
ভাবাইও,Present,2nd_f,cntx_prt
ভাবাইত,Past,3rd_f,cntx_pst
ভাবাইতাম,Past,1st,cntx_pst
ভাবাইতিস,Past,2nd_i,cntx_pst
ভাবাইতে,Past,2nd_f,cntx_pst
ভাবাইতেছ,Present,2nd_f,cntx_prt
ভাবাইতেছি,Present,1st,cntx_prt
ভাবাইতেছিল,Past,3rd_f,cntx_pst
ভাবাইতেছিলাম,Past,1st,cntx_pst
ভাবাইতেছিলি,Past,2nd_i,cntx_pst
ভাবাইতেছিলে,Past,2nd_f,cntx_pst
ভাবাইতেছিলেন,Past,pol_f,cntx_pst
ভাবাইতেছিস,Present,2nd_i,cntx_prt
ভাবাইতেছে,Present,3rd_f,cntx_prt
ভাবাইতেছেন,Present,pol_f,cntx_prt
ভাবাইতেন,Past,pol_f,cntx_pst
ভাবাইব,Future,1st,cntx_fut
ভাবাইবার,Present,404_f,cntx_404
ভাবাইবি,Future,2nd_i,cntx_fut
ভাবাইবে,Future,2nd_f,cntx_fut
ভাবাইবেন,Future,pol_f,cntx_fut
ভাবাইয়া,Participle,404_f,cntx_404
ভাবাইয়াছ,Present,2nd_f,cntx_prt
ভাবাইয়াছি,Present,1st,cntx_prt
ভাবাইয়াছিল,Past,3rd_f,cntx_pst
ভাবাইয়াছিলাম,Past,1st,cntx_pst
ভাবাইয়াছিলি,Past,2nd_i,cntx_pst
ভাবাইয়াছিলে,Past,2nd_f,cntx_pst
ভাবাইয়াছিলেন,Past,pol_f,cntx_pst
ভাবাইয়াছিস,Present,2nd_i,cntx_prt
ভাবাইয়াছে,Present,3rd_f,cntx_prt
ভাবাইয়াছেন,Present,pol_f,cntx_prt
ভাবাইয়ো,Present,2nd_f,cntx_prt
ভাবাইল,Past,3rd_f,cntx_pst
ভাবাইলাম,Past,1st,cntx_pst
ভাবাইলি,Past,2nd_i,cntx_pst
ভাবাইলে,Past,2nd_f,cntx_pst
ভাবাইলেন,Past,pol_f,cntx_pst
ভাবাও,Present,2nd_f,cntx_prt
ভাবাক,Present,3rd_f,cntx_prt
ভাবাচ্ছ,Present,2nd_f,cntx_prt
ভাবাচ্ছি,Present,1st,cntx_prt
ভাবাচ্ছিল,Past,3rd_f,cntx_pst
ভাবাচ্ছিলাম,Past,1st,cntx_pst
ভাবাচ্ছিলি,Past,2nd_i,cntx_pst
ভাবাচ্ছিলুম,Past,1st,cntx_pst
ভাবাচ্ছিলে,Past,2nd_f,cntx_pst
ভাবাচ্ছিলেন,Past,pol_f,cntx_pst
ভাবাচ্ছিলেম,Past,1st,cntx_pst
ভাবাচ্ছিস,Present,2nd_i,cntx_prt
ভাবাচ্ছে,Present,3rd_f,cntx_prt
ভাবাচ্ছেন,Present,pol_f,cntx_prt
ভাবাত,Past,3rd_f,cntx_pst
ভাবাতাম,Past,1st,cntx_pst
ভাবাতিস,Past,2nd_i,cntx_pst
ভাবাতুম,Past,1st,cntx_pst
ভাবাতে,Past,2nd_f,cntx_pst
ভাবাতেন,Past,pol_f,cntx_pst
ভাবাতেম,Past,1st,cntx_pst
ভাবান,Present,pol_f,cntx_prt
ভাবানো,Present,obj_f,cntx_alt
ভাবাব,Future,1st,cntx_fut
ভাবাবার,Present,404_f,cntx_404
ভাবাবি,Future,2nd_i,cntx_fut
ভাবাবে,Future,2nd_f,cntx_fut
ভাবাবেন,Future,pol_f,cntx_fut
ভাবাবো,Future,1st,cntx_fut
ভাবায়,Present,3rd_f,cntx_prt
ভাবার,Present,404_f,cntx_404
ভাবাল,Past,3rd_f,cntx_pst
ভাবালাম,Past,1st,cntx_pst
ভাবালি,Past,2nd_i,cntx_pst
ভাবালুম,Past,1st,cntx_pst
ভাবালে,Past,2nd_f,cntx_pst
ভাবালেন,Past,pol_f,cntx_pst
ভাবালেম,Past,1st,cntx_pst
ভাবাস,Present,2nd_i,cntx_prt
ভাবি,Future,2nd_i,cntx_fut
ভাবিও,Present,2nd_f,cntx_prt
ভাবিত,Past,3rd_f,cntx_pst
ভাবিতাম,Past,1st,cntx_pst
ভাবিতিস,Past,2nd_i,cntx_pst
ভাবিতে,Past,2nd_f,cntx_pst
ভাবিতেছ,Present,2nd_f,cntx_prt
ভাবিতেছি,Present,1st,cntx_prt
ভাবিতেছিল,Past,3rd_f,cntx_pst
ভাবিতেছিলাম,Past,1st,cntx_pst
ভাবিতেছিলি,Past,2nd_i,cntx_pst
ভাবিতেছিলে,Past,2nd_f,cntx_pst
ভাবিতেছিলেন,Past,pol_f,cntx_pst
ভাবিতেছিস,Present,2nd_i,cntx_prt
ভাবিতেছে,Present,3rd_f,cntx_prt
ভাবিতেছেন,Present,pol_f,cntx_prt
ভাবিতেন,Past,pol_f,cntx_pst
ভাবিব,Future,1st,cntx_fut
ভাবিবার,Present,404_f,cntx_404
ভাবিবি,Future,2nd_i,cntx_fut
ভাবিবে,Future,2nd_f,cntx_fut
ভাবিবেন,Future,pol_f,cntx_fut
ভাবিয়া,Participle,404_f,cntx_404
ভাবিয়াছ,Present,2nd_f,cntx_prt
ভাবিয়াছি,Present,1st,cntx_prt
ভাবিয়াছিল,Past,3rd_f,cntx_pst
ভাবিয়াছিলাম,Past,1st,cntx_pst
ভাবিয়াছিলি,Past,2nd_i,cntx_pst
ভাবিয়াছিলে,Past,2nd_f,cntx_pst
ভাবিয়াছিলেন,Past,pol_f,cntx_pst
ভাবিয়াছিস,Present,2nd_i,cntx_prt
ভাবিয়াছে,Present,3rd_f,cntx_prt
ভাবিয়াছেন,Present,pol_f,cntx_prt
ভাবিয়ে,Participle,404_f,cntx_404
ভাবিয়েছ,Present,2nd_f,cntx_prt
ভাবিয়েছি,Present,1st,cntx_prt
ভাবিয়েছিল,Past,3rd_f,cntx_pst
ভাবিয়েছিলাম,Past,1st,cntx_pst
ভাবিয়েছিলি,Past,2nd_i,cntx_pst
ভাবিয়েছিলুম,Past,1st,cntx_pst
ভাবিয়েছিলে,Past,2nd_f,cntx_pst
ভাবিয়েছিলেন,Past,pol_f,cntx_pst
ভাবিয়েছিলেম,Past,1st,cntx_pst
ভাবিয়েছিস,Present,2nd_i,cntx_prt
ভাবিয়েছে,Present,3rd_f,cntx_prt
ভাবিয়েছেন,Present,pol_f,cntx_prt
ভাবিয়ো,Present,2nd_f,cntx_prt
ভাবিল,Past,3rd_f,cntx_pst
ভাবিলাম,Past,1st,cntx_pst
ভাবিলি,Past,2nd_i,cntx_pst
ভাবিলে,Past,2nd_f,cntx_pst
ভাবিলেন,Past,pol_f,cntx_pst
ভাবিস,Present,2nd_i,cntx_prt
ভাবুক,Present,3rd_f,cntx_prt
ভাবুন,Present,pol_f,cntx_prt
ভাবে,Future,2nd_f,cntx_fut
ভাবেন,Future,pol_f,cntx_fut
ভাবছ,Present,2nd_f,cntx_prt
ভাবছি,Present,1st,cntx_prt
ভাবছিল,Past,3rd_f,cntx_pst
ভাবছিলাম,Past,1st,cntx_pst
ভাবছিলি,Past,2nd_i,cntx_pst
ভাবছিলুম,Past,1st,cntx_pst
ভাবছিলে,Past,2nd_f,cntx_pst
ভাবছিলেন,Past,pol_f,cntx_pst
ভাবছিলেম,Past,1st,cntx_pst
ভাবছিস,Present,2nd_i,cntx_prt
ভাবছে,Present,3rd_f,cntx_prt
ভাবছেন,Present,pol_f,cntx_prt
ভাবত,Past,3rd_f,cntx_pst
ভাবতাম,Past,1st,cntx_pst
ভাবতিস,Past,2nd_i,cntx_pst
ভাবতুম,Past,1st,cntx_pst
ভাবতে,Past,2nd_f,cntx_pst
ভাবতেন,Past,pol_f,cntx_pst
ভাবতেম,Past,1st,cntx_pst
ভাবব,Future,1st,cntx_fut
ভাববার,Present,404_f,cntx_404
ভাববি,Future,2nd_i,cntx_fut
ভাববে,Future,2nd_f,cntx_fut
ভাববেন,Future,pol_f,cntx_fut
ভাববো,Future,1st,cntx_fut
ভাবল,Past,3rd_f,cntx_pst
ভাবলাম,Past,1st,cntx_pst
ভাবলি,Past,2nd_i,cntx_pst
ভাবলুম,Past,1st,cntx_pst
ভাবলে,Past,2nd_f,cntx_pst
ভাবলেন,Past,pol_f,cntx_pst
ভাবলেম,Past,1st,cntx_pst
ভোগ,Root,2nd_i,cntx_prt
ভোগা,Base,pos_f,cntx_alt
ভোগাই,Present,1st,cntx_prt
ভোগাও,Present,2nd_f,cntx_prt
ভোগাক,Present,3rd_f,cntx_prt
ভোগাচ্ছ,Present,2nd_f,cntx_prt
ভোগাচ্ছি,Present,1st,cntx_prt
ভোগাচ্ছিল,Past,3rd_f,cntx_pst
ভোগাচ্ছিলাম,Past,1st,cntx_pst
ভোগাচ্ছিলি,Past,2nd_i,cntx_pst
ভোগাচ্ছিলুম,Past,1st,cntx_pst
ভোগাচ্ছিলে,Past,2nd_f,cntx_pst
ভোগাচ্ছিলেন,Past,pol_f,cntx_pst
ভোগাচ্ছিলেম,Past,1st,cntx_pst
ভোগাচ্ছিস,Present,2nd_i,cntx_prt
ভোগাচ্ছে,Present,3rd_f,cntx_prt
ভোগাচ্ছেন,Present,pol_f,cntx_prt
ভোগাত,Past,3rd_f,cntx_pst
ভোগাতাম,Past,1st,cntx_pst
ভোগাতিস,Past,2nd_i,cntx_pst
ভোগাতুম,Past,1st,cntx_pst
ভোগাতে,Past,2nd_f,cntx_pst
ভোগাতেন,Past,pol_f,cntx_pst
ভোগাতেম,Past,1st,cntx_pst
ভোগান,Present,pol_f,cntx_prt
ভোগানো,Present,obj_f,cntx_alt
ভোগাব,Future,1st,cntx_fut
ভোগাবার,Present,404_f,cntx_404
ভোগাবি,Future,2nd_i,cntx_fut
ভোগাবে,Future,2nd_f,cntx_fut
ভোগাবেন,Future,pol_f,cntx_fut
ভোগাবো,Future,1st,cntx_fut
ভোগায়,Present,3rd_f,cntx_prt
ভোগার,Present,404_f,cntx_404
ভোগাল,Past,3rd_f,cntx_pst
ভোগালাম,Past,1st,cntx_pst
ভোগালি,Past,2nd_i,cntx_pst
ভোগালুম,Past,1st,cntx_pst
ভোগালে,Past,2nd_f,cntx_pst
ভোগালেন,Past,pol_f,cntx_pst
ভোগালেম,Past,1st,cntx_pst
ভোগাস,Present,2nd_i,cntx_prt
ভোগে,Present,3rd_f,cntx_prt
ভোগেন,Present,pol_f,cntx_prt
ভোগবার,Present,404_f,cntx_404
মর,Root,2nd_i,cntx_prt
মরা,Base,pos_f,cntx_alt
মরার,Present,404_f,cntx_404
মরি,Present,1st,cntx_prt
মরিও,Present,2nd_f,cntx_prt
মরিত,Past,3rd_f,cntx_pst
মরিতাম,Past,1st,cntx_pst
মরিতিস,Past,2nd_i,cntx_pst
মরিতে,Past,2nd_f,cntx_pst
মরিতেছ,Present,2nd_f,cntx_prt
মরিতেছি,Present,1st,cntx_prt
মরিতেছিল,Past,3rd_f,cntx_pst
মরিতেছিলাম,Past,1st,cntx_pst
মরিতেছিলি,Past,2nd_i,cntx_pst
মরিতেছিলে,Past,2nd_f,cntx_pst
মরিতেছিলেন,Past,pol_f,cntx_pst
মরিতেছিস,Present,2nd_i,cntx_prt
মরিতেছে,Present,3rd_f,cntx_prt
মরিতেছেন,Present,pol_f,cntx_prt
মরিতেন,Past,pol_f,cntx_pst
মরিব,Future,1st,cntx_fut
মরিবার,Present,404_f,cntx_404
মরিবি,Future,2nd_i,cntx_fut
মরিবে,Future,2nd_f,cntx_fut
মরিবেন,Future,pol_f,cntx_fut
মরিয়া,Participle,404_f,cntx_404
মরিয়াছ,Present,2nd_f,cntx_prt
মরিয়াছি,Present,1st,cntx_prt
মরিয়াছিল,Past,3rd_f,cntx_pst
মরিয়াছিলাম,Past,1st,cntx_pst
মরিয়াছিলি,Past,2nd_i,cntx_pst
মরিয়াছিলে,Past,2nd_f,cntx_pst
মরিয়াছিলেন,Past,pol_f,cntx_pst
মরিয়াছিস,Present,2nd_i,cntx_prt
মরিয়াছে,Present,3rd_f,cntx_prt
মরিয়াছেন,Present,pol_f,cntx_prt
মরিয়ো,Present,2nd_f,cntx_prt
মরিল,Past,3rd_f,cntx_pst
মরিলাম,Past,1st,cntx_pst
মরিলি,Past,2nd_i,cntx_pst
মরিলে,Past,2nd_f,cntx_pst
মরিলেন,Past,pol_f,cntx_pst
মরিস,Present,2nd_i,cntx_prt
মরুক,Present,3rd_f,cntx_prt
মরুন,Present,pol_f,cntx_prt
মরে,Present,3rd_f,cntx_prt
মরেছ,Present,2nd_f,cntx_prt
মরেছি,Present,1st,cntx_prt
মরেছিল,Past,3rd_f,cntx_pst
মরেছিলাম,Past,1st,cntx_pst
মরেছিলি,Past,2nd_i,cntx_pst
মরেছিলুম,Past,1st,cntx_pst
মরেছিলে,Past,2nd_f,cntx_pst
মরেছিলেন,Past,pol_f,cntx_pst
মরেছিলেম,Past,1st,cntx_pst
মরেছিস,Present,2nd_i,cntx_prt
মরেছে,Present,3rd_f,cntx_prt
মরেছেন,Present,pol_f,cntx_prt
মরেন,Present,pol_f,cntx_prt
মরো,Present,2nd_f,cntx_prt
মরছ,Present,2nd_f,cntx_prt
মরছি,Present,1st,cntx_prt
মরছিল,Past,3rd_f,cntx_pst
মরছিলাম,Past,1st,cntx_pst
মরছিলি,Past,2nd_i,cntx_pst
মরছিলুম,Past,1st,cntx_pst
মরছিলে,Past,2nd_f,cntx_pst
মরছিলেন,Past,pol_f,cntx_pst
মরছিলেম,Past,1st,cntx_pst
মরছিস,Present,2nd_i,cntx_prt
মরছে,Present,3rd_f,cntx_prt
মরছেন,Present,pol_f,cntx_prt
মরত,Past,3rd_f,cntx_pst
মরতাম,Past,1st,cntx_pst
মরতিস,Past,2nd_i,cntx_pst
মরতুম,Past,1st,cntx_pst
মরতে,Past,2nd_f,cntx_pst
মরতেন,Past,pol_f,cntx_pst
মরতেম,Past,1st,cntx_pst
মরব,Future,1st,cntx_fut
মরবার,Present,404_f,cntx_404
মরবি,Future,2nd_i,cntx_fut
মরবে,Future,2nd_f,cntx_fut
মরবেন,Future,pol_f,cntx_fut
মরবো,Future,1st,cntx_fut
মরল,Past,3rd_f,cntx_pst
মরলাম,Past,1st,cntx_pst
মরলি,Past,2nd_i,cntx_pst
মরলুম,Past,1st,cntx_pst
মরলে,Past,2nd_f,cntx_pst
মরলেন,Past,pol_f,cntx_pst
মরলেম,Past,1st,cntx_pst
যা,Root,2nd_i,cntx_prt
যাই,Present,1st,cntx_prt
যাইও,Present,2nd_f,cntx_prt
যাইত,Past,3rd_f,cntx_pst
যাইতাম,Past,1st,cntx_pst
যাইতিস,Past,2nd_i,cntx_pst
যাইতে,Past,2nd_f,cntx_pst
যাইতেছ,Present,2nd_f,cntx_prt
যাইতেছি,Present,1st,cntx_prt
যাইতেছিল,Past,3rd_f,cntx_pst
যাইতেছিলাম,Past,1st,cntx_pst
যাইতেছিলি,Past,2nd_i,cntx_pst
যাইতেছিলে,Past,2nd_f,cntx_pst
যাইতেছিলেন,Past,pol_f,cntx_pst
যাইতেছিস,Present,2nd_i,cntx_prt
যাইতেছে,Present,3rd_f,cntx_prt
যাইতেছেন,Present,pol_f,cntx_prt
যাইতেন,Past,pol_f,cntx_pst
যাইব,Future,1st,cntx_fut
যাইবার,Present,404_f,cntx_404
যাইবি,Future,2nd_i,cntx_fut
যাইবে,Future,2nd_f,cntx_fut
যাইবেন,Future,pol_f,cntx_fut
যাইয়া,Participle,404_f,cntx_404
যাইয়ো,Present,2nd_f,cntx_prt
যাইল,Past,3rd_f,cntx_pst
যাইলাম,Past,1st,cntx_pst
যাইলি,Past,2nd_i,cntx_pst
যাইলে,Past,2nd_f,cntx_pst
যাইলেন,Past,pol_f,cntx_pst
যাও,Present,2nd_f,cntx_prt
যাওয়া,Base,pos_f,cntx_alt
যাক,Present,3rd_f,cntx_prt
লেখ,Root,2nd_i,cntx_prt
লেখা,Base,pos_f,cntx_alt
লেখাই,Present,1st,cntx_prt
লেখাও,Present,2nd_f,cntx_prt
লেখাক,Present,3rd_f,cntx_prt
লেখাচ্ছ,Present,2nd_f,cntx_prt
লেখাচ্ছি,Present,1st,cntx_prt
লেখাচ্ছিল,Past,3rd_f,cntx_pst
লেখাচ্ছিলাম,Past,1st,cntx_pst
লেখাচ্ছিলি,Past,2nd_i,cntx_pst
লেখাচ্ছিলুম,Past,1st,cntx_pst
লেখাচ্ছিলে,Past,2nd_f,cntx_pst
লেখাচ্ছিলেন,Past,pol_f,cntx_pst
লেখাচ্ছিলেম,Past,1st,cntx_pst
লেখাচ্ছিস,Present,2nd_i,cntx_prt
লেখাচ্ছে,Present,3rd_f,cntx_prt
লেখাচ্ছেন,Present,pol_f,cntx_prt
লেখাত,Past,3rd_f,cntx_pst
লেখাতাম,Past,1st,cntx_pst
লেখাতিস,Past,2nd_i,cntx_pst
লেখাতুম,Past,1st,cntx_pst
লেখাতে,Past,2nd_f,cntx_pst
লেখাতেন,Past,pol_f,cntx_pst
লেখাতেম,Past,1st,cntx_pst
লেখান,Present,pol_f,cntx_prt
লেখানো,Present,obj_f,cntx_alt
লেখাব,Future,1st,cntx_fut
লেখাবার,Present,404_f,cntx_404
লেখাবি,Future,2nd_i,cntx_fut
লেখাবে,Future,2nd_f,cntx_fut
লেখাবেন,Future,pol_f,cntx_fut
লেখাবো,Future,1st,cntx_fut
লেখায়,Present,3rd_f,cntx_prt
লেখার,Present,404_f,cntx_404
লেখাল,Past,3rd_f,cntx_pst
লেখালাম,Past,1st,cntx_pst
লেখালি,Past,2nd_i,cntx_pst
লেখালুম,Past,1st,cntx_pst
লেখালে,Past,2nd_f,cntx_pst
লেখালেন,Past,pol_f,cntx_pst
লেখালেম,Past,1st,cntx_pst
লেখাস,Present,2nd_i,cntx_prt
লেখে,Present,3rd_f,cntx_prt
লেখেন,Present,pol_f,cntx_prt
লেখবার,Present,404_f,cntx_404
শোন,Root,2nd_i,cntx_prt
শোনা,Base,pos_f,cntx_alt
শোনাই,Present,1st,cntx_prt
শোনাও,Present,2nd_f,cntx_prt
শোনাক,Present,3rd_f,cntx_prt
শোনাচ্ছ,Present,2nd_f,cntx_prt
শোনাচ্ছি,Present,1st,cntx_prt
শোনাচ্ছিল,Past,3rd_f,cntx_pst
শোনাচ্ছিলাম,Past,1st,cntx_pst
শোনাচ্ছিলি,Past,2nd_i,cntx_pst
শোনাচ্ছিলুম,Past,1st,cntx_pst
শোনাচ্ছিলে,Past,2nd_f,cntx_pst
শোনাচ্ছিলেন,Past,pol_f,cntx_pst
শোনাচ্ছিলেম,Past,1st,cntx_pst
শোনাচ্ছিস,Present,2nd_i,cntx_prt
শোনাচ্ছে,Present,3rd_f,cntx_prt
শোনাচ্ছেন,Present,pol_f,cntx_prt
শোনাত,Past,3rd_f,cntx_pst
শোনাতাম,Past,1st,cntx_pst
শোনাতিস,Past,2nd_i,cntx_pst
শোনাতুম,Past,1st,cntx_pst
শোনাতে,Past,2nd_f,cntx_pst
শোনাতেন,Past,pol_f,cntx_pst
শোনাতেম,Past,1st,cntx_pst
শোনান,Present,pol_f,cntx_prt
শোনানো,Present,obj_f,cntx_alt
শোনাব,Future,1st,cntx_fut
শোনাবার,Present,404_f,cntx_404
শোনাবি,Future,2nd_i,cntx_fut
শোনাবে,Future,2nd_f,cntx_fut
শোনাবেন,Future,pol_f,cntx_fut
শোনাবো,Future,1st,cntx_fut
শোনায়,Present,3rd_f,cntx_prt
শোনার,Present,404_f,cntx_404
শোনাল,Past,3rd_f,cntx_pst
শোনালাম,Past,1st,cntx_pst
শোনালি,Past,2nd_i,cntx_pst
শোনালুম,Past,1st,cntx_pst
শোনালে,Past,2nd_f,cntx_pst
শোনালেন,Past,pol_f,cntx_pst
শোনালেম,Past,1st,cntx_pst
শোনাস,Present,2nd_i,cntx_prt
শোনে,Present,3rd_f,cntx_prt
শোনেন,Present,pol_f,cntx_prt
শোনবার,Present,404_f,cntx_404
হাসা,Base,pos_f,cntx_alt
হাসাই,Present,1st,cntx_prt
হাসাইও,Present,2nd_f,cntx_prt
হাসাইত,Past,3rd_f,cntx_pst
হাসাইতাম,Past,1st,cntx_pst
হাসাইতিস,Past,2nd_i,cntx_pst
হাসাইতে,Past,2nd_f,cntx_pst
হাসাইতেছ,Present,2nd_f,cntx_prt
হাসাইতেছি,Present,1st,cntx_prt
হাসাইতেছিল,Past,3rd_f,cntx_pst
হাসাইতেছিলাম,Past,1st,cntx_pst
হাসাইতেছিলি,Past,2nd_i,cntx_pst
হাসাইতেছিলে,Past,2nd_f,cntx_pst
হাসাইতেছিলেন,Past,pol_f,cntx_pst
হাসাইতেছিস,Present,2nd_i,cntx_prt
হাসাইতেছে,Present,3rd_f,cntx_prt
হাসাইতেছেন,Present,pol_f,cntx_prt
হাসাইতেন,Past,pol_f,cntx_pst
হাসাইব,Future,1st,cntx_fut
হাসাইবার,Present,404_f,cntx_404
হাসাইবি,Future,2nd_i,cntx_fut
হাসাইবে,Future,2nd_f,cntx_fut
হাসাইবেন,Future,pol_f,cntx_fut
হাসাইয়া,Participle,404_f,cntx_404
হাসাইয়াছ,Present,2nd_f,cntx_prt
হাসাইয়াছি,Present,1st,cntx_prt
হাসাইয়াছিল,Past,3rd_f,cntx_pst
হাসাইয়াছিলাম,Past,1st,cntx_pst
হাসাইয়াছিলি,Past,2nd_i,cntx_pst
হাসাইয়াছিলে,Past,2nd_f,cntx_pst
হাসাইয়াছিলেন,Past,pol_f,cntx_pst
হাসাইয়াছিস,Present,2nd_i,cntx_prt
হাসাইয়াছে,Present,3rd_f,cntx_prt
হাসাইয়াছেন,Present,pol_f,cntx_prt
হাসাইয়ো,Present,2nd_f,cntx_prt
হাসাইল,Past,3rd_f,cntx_pst
হাসাইলাম,Past,1st,cntx_pst
হাসাইলি,Past,2nd_i,cntx_pst
হাসাইলে,Past,2nd_f,cntx_pst
হাসাইলেন,Past,pol_f,cntx_pst
হাসাও,Present,2nd_f,cntx_prt
হাসাক,Present,3rd_f,cntx_prt
হাসাচ্ছ,Present,2nd_f,cntx_prt
হাসাচ্ছি,Present,1st,cntx_prt
হাসাচ্ছিল,Past,3rd_f,cntx_pst
হাসাচ্ছিলাম,Past,1st,cntx_pst
হাসাচ্ছিলি,Past,2nd_i,cntx_pst
হাসাচ্ছিলুম,Past,1st,cntx_pst
হাসাচ্ছিলে,Past,2nd_f,cntx_pst
হাসাচ্ছিলেন,Past,pol_f,cntx_pst
হাসাচ্ছিলেম,Past,1st,cntx_pst
হাসাচ্ছিস,Present,2nd_i,cntx_prt
হাসাচ্ছে,Present,3rd_f,cntx_prt
হাসাচ্ছেন,Present,pol_f,cntx_prt
হাসাত,Past,3rd_f,cntx_pst
হাসাতাম,Past,1st,cntx_pst
হাসাতিস,Past,2nd_i,cntx_pst
হাসাতুম,Past,1st,cntx_pst
হাসাতে,Past,2nd_f,cntx_pst
হাসাতেন,Past,pol_f,cntx_pst
হাসাতেম,Past,1st,cntx_pst
হাসান,Present,pol_f,cntx_prt
হাসানো,Present,obj_f,cntx_alt
হাসাব,Future,1st,cntx_fut
হাসাবার,Present,404_f,cntx_404
হাসাবি,Future,2nd_i,cntx_fut
হাসাবে,Future,2nd_f,cntx_fut
হাসাবেন,Future,pol_f,cntx_fut
হাসাবো,Future,1st,cntx_fut
হাসায়,Present,3rd_f,cntx_prt
হাসার,Present,404_f,cntx_404
হাসাল,Past,3rd_f,cntx_pst
হাসালাম,Past,1st,cntx_pst
হাসালি,Past,2nd_i,cntx_pst
হাসালুম,Past,1st,cntx_pst
হাসালে,Past,2nd_f,cntx_pst
হাসালেন,Past,pol_f,cntx_pst
হাসালেম,Past,1st,cntx_pst
হাসাস,Present,2nd_i,cntx_prt
হাসিও,Present,2nd_f,cntx_prt
হাসিত,Past,3rd_f,cntx_pst
হাসিতাম,Past,1st,cntx_pst
হাসিতিস,Past,2nd_i,cntx_pst
হাসিতে,Past,2nd_f,cntx_pst
হাসিতেছ,Present,2nd_f,cntx_prt
হাসিতেছি,Present,1st,cntx_prt
হাসিতেছিল,Past,3rd_f,cntx_pst
হাসিতেছিলাম,Past,1st,cntx_pst
হাসিতেছিলি,Past,2nd_i,cntx_pst
হাসিতেছিলে,Past,2nd_f,cntx_pst
হাসিতেছিলেন,Past,pol_f,cntx_pst
হাসিতেছিস,Present,2nd_i,cntx_prt
হাসিতেছে,Present,3rd_f,cntx_prt
হাসিতেছেন,Present,pol_f,cntx_prt
হাসিতেন,Past,pol_f,cntx_pst
হাসিব,Future,1st,cntx_fut
হাসিবার,Present,404_f,cntx_404
হাসিবি,Future,2nd_i,cntx_fut
হাসিবে,Future,2nd_f,cntx_fut
হাসিবেন,Future,pol_f,cntx_fut
হাসিয়া,Participle,404_f,cntx_404
হাসিয়াছ,Present,2nd_f,cntx_prt
হাসিয়াছি,Present,1st,cntx_prt
হাসিয়াছিল,Past,3rd_f,cntx_pst
হাসিয়াছিলাম,Past,1st,cntx_pst
হাসিয়াছিলি,Past,2nd_i,cntx_pst
হাসিয়াছিলে,Past,2nd_f,cntx_pst
হাসিয়াছিলেন,Past,pol_f,cntx_pst
হাসিয়াছিস,Present,2nd_i,cntx_prt
হাসিয়াছে,Present,3rd_f,cntx_prt
হাসিয়াছেন,Present,pol_f,cntx_prt
হাসিয়ে,Participle,404_f,cntx_404
হাসিয়েছ,Present,2nd_f,cntx_prt
হাসিয়েছি,Present,1st,cntx_prt
